x  y  conc vel  dir
  511.50      34.500      0.0000      1.4245     -156.21    
  511.50      37.500      0.0000      1.4218     -156.69    
  511.50      40.500      0.0000      1.4329     -157.42    
  511.50      43.500      0.0000      1.4319     -157.96    
  511.50      46.500      0.0000      1.4465     -158.36    
  511.50      49.500      0.0000      1.4525     -158.71    
  511.50      52.500      0.0000      1.4574     -159.38    
  511.50      55.500      0.0000      1.4622     -160.05    
  511.50      58.500      0.0000      1.4654     -160.72    
  511.50      61.500     0.15215E-01  1.4773     -161.52    
  511.50      64.500      0.0000      1.4774     -161.83    
  511.50      67.500      0.0000      1.4911     -162.32    
  511.50      70.500     0.15215E-01  1.4878     -162.97    
  511.50      73.500      0.0000      1.5000     -163.82    
  511.50      76.500      0.0000      1.4953     -164.51    
  511.50      79.500      0.0000      1.5077     -165.40    
  511.50      82.500      0.0000      1.5028     -166.15    
  511.50      85.500     0.30431E-01  1.5174     -166.71    
  511.50      88.500     0.45646E-01  1.5143     -167.13    
  511.50      91.500      0.0000      1.5264     -168.10    
  511.50      94.500     0.15215E-01  1.5190     -168.97    
  511.50      97.500      0.0000      1.5319     -170.13    
  511.50      100.50     0.15215E-01  1.5334     -171.15    
  511.50      103.50     0.45646E-01  1.5344     -172.25    
  511.50      106.50      0.0000      1.5358     -172.90    
  511.50      109.50     0.60861E-01  1.5410     -173.62    
  511.50      112.50     0.91292E-01  1.5513     -174.88    
  511.50      115.50     0.45646E-01  1.5363     -176.17    
  511.50      118.50     0.15215      1.5515     -177.56    
  511.50      121.50     0.10651      1.5334     -179.02    
  511.50      124.50     0.10651      1.5340     -179.98    
  511.50      127.50     0.15215      1.5198      179.00    
  511.50      130.50     0.10651      1.4981      177.55    
  511.50      133.50     0.30431E-01  1.4589      176.34    
  511.50      136.50     0.10651      1.4206      175.50    
  511.50      139.50     0.76076E-01  1.3662      175.55    
  511.50      142.50     0.45646E-01  1.2243      176.82    
  511.50      145.50     0.76076E-01  1.0768      178.13    
  511.50      148.50      0.0000     0.83557      178.80    
  511.50      151.50      0.0000      0.0000      999.00    
  511.50      154.50      0.0000      0.0000      999.00    
  511.50      157.50      0.0000      0.0000      999.00    
  511.50      160.50     0.15215E-01  0.0000      999.00    
  511.50      163.50      0.0000      0.0000      999.00    
  511.50      166.50      0.0000      0.0000      999.00    
  511.50      169.50      0.0000      0.0000      999.00    
  511.50      172.50     0.30431E-01  0.0000      999.00    
  511.50      175.50     0.30431E-01 0.78882E-01  90.000    
  511.50      178.50     0.45646E-01 0.72778      164.66    
  511.50      181.50     0.30431E-01  1.4263      171.73    
  511.50      184.50     0.30431E-01  1.4372      173.09    
  511.50      187.50     0.91292E-01  1.3805      174.00    
  511.50      190.50      0.0000      1.3248      175.17    
  511.50      193.50     0.15215E-01  1.1488      174.38    
  511.50      196.50      0.0000     0.97468      174.04    
  511.50      199.50      0.0000     0.36194      174.07    
  511.50      202.50      0.0000      0.0000      999.00    
  511.50      205.50      0.0000      0.0000      999.00    
  511.50      208.50      0.0000      0.0000      999.00    
  511.50      211.50      0.0000      0.0000      999.00    
  511.50      214.50      0.0000      0.0000      999.00    
  511.50      217.50     0.30431E-01  0.0000      999.00    
  511.50      220.50     0.30431E-01  0.0000      999.00    
  511.50      223.50     0.28909      0.0000      999.00    
  511.50      226.50     0.62383     0.78921E-02  90.000    
  511.50      229.50     0.38038     0.78439E-01  173.07    
  511.50      232.50     0.18258     0.11727E-01  172.31    
  511.50      235.50     0.15215      0.0000      999.00    
  511.50      238.50     0.10651      0.0000      999.00    
  511.50      241.50     0.10651      0.0000      999.00    
  511.50      244.50     0.15215E-01  0.0000      999.00    
  511.50      247.50     0.45646E-01  0.0000      999.00    
  511.50      250.50     0.30431E-01  0.0000      999.00    
  511.50      253.50      0.0000      0.0000      999.00    
  511.50      256.50      0.0000      0.0000      999.00    
  511.50      259.50      0.0000      0.0000      999.00    
  511.50      262.50      0.0000      0.0000      999.00    
  511.50      265.50      0.0000      0.0000      999.00    
  511.50      268.50      0.0000      0.0000      999.00    
  511.50      271.50     0.30431E-01  0.0000      999.00    
  511.50      274.50     0.15215E-01  0.0000      999.00    
  511.50      277.50     0.30431E-01  0.0000      999.00    
  511.50      280.50      0.0000      0.0000      999.00    
  511.50      283.50      0.0000      0.0000      999.00    
  511.50      286.50      0.0000      0.0000      999.00    
  511.50      289.50     0.15215E-01  0.0000      999.00    
  511.50      292.50      0.0000      0.0000      999.00    
  511.50      295.50     0.15215      0.0000      999.00    
  511.50      298.50     0.28909      0.0000      999.00    
  511.50      301.50     0.47167     0.21363E-01  90.000    
  511.50      304.50     0.68469     0.18323      167.84    
  511.50      307.50     0.65426     0.46861      178.01    
  511.50      310.50     0.73033     0.34842      179.76    
  511.50      313.50     0.69990     0.23892      175.87    
  511.50      316.50     0.65426     0.28884      177.18    
  511.50      319.50     0.57818     0.33775      173.71    
  511.50      322.50     0.27388     0.13521      146.35    
  511.50      325.50     0.21301     0.11059      99.298    
  511.50      328.50     0.45646E-01 0.21199      19.760    
  511.50      331.50      0.0000      0.0000      999.00    
  511.50      334.50     0.15215E-01  0.0000      999.00    
  511.50      337.50     0.15215E-01  0.0000      999.00    
  511.50      340.50      0.0000      0.0000      999.00    
  511.50      343.50      0.0000      0.0000      999.00    
  511.50      346.50      0.0000      0.0000      999.00    
  511.50      349.50     0.76076E-01  0.0000      999.00    
  511.50      352.50     0.12172      0.0000      999.00    
  511.50      355.50     0.10651     0.16820     -90.000    
  511.50      358.50     0.36517     0.81567     -159.48    
  511.50      361.50     0.22823      1.0345     -166.84    
  511.50      364.50     0.30431E-01 0.66700     -169.83    
  511.50      367.50     0.45646E-01  0.0000     -999.00    
  511.50      370.50     0.30431E-01  0.0000     -999.00    
  511.50      373.50      0.0000      0.0000     -999.00    
  511.50      376.50     0.15215E-01  0.0000     -999.00    
  511.50      379.50      0.0000      0.0000     -999.00    
  511.50      382.50     0.13694      0.0000     -999.00    
  511.50      385.50     0.27388      0.0000     -999.00    
  511.50      388.50     0.27388     0.11105      167.82    
  511.50      391.50     0.16737     0.45514      175.20    
  511.50      394.50     0.76076E-01 0.44084      176.67    
  511.50      397.50     0.21301     0.44287      178.59    
  511.50      400.50     0.22823     0.16353      180.00    
  511.50      403.50     0.24344      0.0000      999.00    
  511.50      406.50     0.36517      0.0000      999.00    
  511.50      409.50     0.41081     0.47278E-01 -170.89    
  511.50      412.50     0.30431     0.20139     -171.50    
  511.50      415.50     0.30431     0.23944     -163.91    
  511.50      418.50     0.44124     0.28426     -160.94    
  511.50      421.50     0.34995     0.35737     -160.60    
  511.50      424.50     0.30431     0.42740     -162.43    
  511.50      427.50     0.22823     0.49550     -167.08    
  511.50      430.50     0.24344     0.54416     -172.41    
  511.50      433.50     0.34995     0.52305     -178.39    
  511.50      436.50     0.19780     0.40835      177.54    
  511.50      439.50     0.12172     0.24397      175.64    
  511.50      442.50     0.10651     0.44221E-01  171.53    
  511.50      445.50     0.12172      0.0000      999.00    
  511.50      448.50     0.60861E-01  0.0000      999.00    
  511.50      451.50     0.60861E-01 0.58802E-04 -90.000    
  511.50      454.50     0.15215E-01 0.28407E-01 -90.190    
  511.50      457.50     0.30431E-01 0.35713E-01 -52.539    
  511.50      460.50     0.76076E-01 0.27223E-01 -178.81    
  511.50      463.50     0.91292E-01 0.66703E-03 -58.000    
  511.50      466.50     0.12172      0.0000     -999.00    
  511.50      469.50     0.76076E-01  0.0000     -999.00    
  511.50      472.50     0.15215E-01  0.0000     -999.00    
  511.50      475.50     0.15215E-01  0.0000     -999.00    
  511.50      478.50     0.15215E-01  0.0000     -999.00    
  511.50      481.50     0.30431E-01  0.0000     -999.00    
  511.50      484.50     0.30431E-01  0.0000     -999.00    
  511.50      487.50     0.15215E-01  0.0000     -999.00    
  511.50      490.50     0.45646E-01  0.0000     -999.00    
  511.50      493.50      0.0000      0.0000     -999.00    
  511.50      496.50     0.60861E-01  0.0000     -999.00    
  511.50      499.50     0.13694     0.25984E-01 -90.000    
  511.50      502.50     0.16737     0.22283     -21.451    
  511.50      505.50      0.0000     0.29906     -10.696    
  511.50      508.50     0.60861E-01  0.0000     -612.82    
  511.50      511.50      0.0000      0.0000     -999.00    
  511.50      514.50      0.0000      0.0000     -999.00    
  511.50      517.50     0.15215E-01  0.0000     -999.00    
  511.50      520.50     0.60861E-01  0.0000     -999.00    
  511.50      523.50     0.30431E-01  0.0000     -999.00    
  511.50      526.50     0.21301      0.0000     -999.00    
  511.50      529.50     0.16737     0.16570      166.55    
  511.50      532.50     0.16737     0.64955      177.98    
  511.50      535.50     0.16737     0.69502     -174.80    
  511.50      538.50     0.16737     0.68039     -172.02    
  511.50      541.50     0.36517     0.70097     -170.82    
  511.50      544.50     0.28909     0.72934     -168.54    
  511.50      547.50     0.13694     0.76566     -167.97    
  511.50      550.50     0.41081     0.78895     -167.31    
  511.50      553.50     0.38038     0.83067     -167.10    
  511.50      556.50     0.36517     0.87156     -166.86    
  511.50      559.50     0.39560     0.91079     -166.45    
  511.50      562.50     0.38038     0.93420     -165.92    
  511.50      565.50     0.33474     0.97365     -165.77    
  511.50      568.50     0.44124     0.99818     -165.56    
  511.50      571.50     0.21301      1.0208     -165.32    
  511.50      574.50     0.21301      1.0401     -165.19    
  511.50      577.50     0.24344      1.0667     -165.08    
  511.50      580.50     0.21301      1.0748     -164.83    
  511.50      583.50     0.76076E-01  1.0967     -164.88    
  511.50      586.50     0.18258      1.1068     -164.86    
  511.50      589.50     0.30431E-01  1.1240     -164.94    
  511.50      592.50     0.15215E-01  1.1278     -164.90    
  511.50      595.50     0.15215E-01  1.1431     -164.82    
  511.50      598.50      0.0000      1.1516     -164.82    
  511.50      601.50      0.0000      1.1579     -164.82    
  511.50      604.50      0.0000      1.1642     -164.90    
  511.50      607.50      0.0000      1.1696     -165.00    
  511.50      610.50     0.15215E-01  1.1737     -165.05    
  511.50      613.50      0.0000      1.1779     -165.12    
  511.50      616.50      0.0000      1.1844     -165.20    
  511.50      619.50      0.0000      1.1841     -165.17    
  511.50      622.50      0.0000      1.1896     -165.21    
  511.50      625.50      0.0000      1.1885     -165.20    
  511.50      628.50      0.0000      1.1924     -165.23    
  511.50      631.50      0.0000      1.1918     -165.21    
  511.50      634.50      0.0000      1.1948     -165.21    
  511.50      637.50      0.0000      1.1929     -165.17    
  511.50      640.50      0.0000      1.1960     -165.18    
  511.50      643.50      0.0000      1.1940     -165.11    
  511.50      646.50      0.0000      1.1955     -165.07    
  511.50      649.50      0.0000      1.1963     -165.01    
  511.50      652.50      0.0000      1.1956     -164.93    
  511.50      655.50      0.0000      1.1949     -164.83    
  511.50      658.50      0.0000      1.1937     -164.77    
  511.50      661.50      0.0000      1.1938     -164.72    
  511.50      664.50      0.0000      1.1927     -164.60    
  511.50      667.50      0.0000      1.1926     -164.48    
  511.50      670.50      0.0000      1.1919     -164.35    
  511.50      673.50      0.0000      1.1915     -164.20    
  511.50      676.50      0.0000      1.1890     -164.10    
  511.50      679.50      0.0000      1.1895     -164.03    
  511.50      682.50      0.0000      1.1874     -163.84    
  511.50      685.50      0.0000      1.1867     -163.66    
  511.50      688.50      0.0000      1.1862     -163.47    
  511.50      691.50      0.0000      1.1853     -163.27    
  511.50      694.50      0.0000      1.1836     -163.05    
  511.50      697.50      0.0000      1.1821     -162.90    
  511.50      700.50      0.0000      1.1816     -162.77    
  511.50      703.50      0.0000      1.1802     -162.52    
  511.50      706.50      0.0000      1.1789     -162.26    
  511.50      709.50      0.0000      1.1790     -162.01    
  511.50      712.50      0.0000      1.1777     -161.73    
  511.50      715.50      0.0000      1.1765     -161.44    
  511.50      718.50      0.0000      1.1744     -161.25    
  511.50      721.50      0.0000      1.1741     -161.08    
  511.50      724.50      0.0000      1.1726     -160.76    
  511.50      727.50      0.0000      1.1719     -160.45    
  511.50      730.50      0.0000      1.1718     -160.14    
  511.50      733.50      0.0000      1.1712     -159.81    
  511.50      736.50      0.0000      1.1689     -159.58    
  511.50      739.50      0.0000      1.1689     -159.39    
  511.50      742.50      0.0000      1.1675     -159.03    
  511.50      745.50      0.0000      1.1673     -158.69    
  511.50      748.50      0.0000      1.1677     -158.29    
  511.50      751.50      0.0000      1.1671     -157.94    
  514.50      1.5000      0.0000      1.3682     -150.25    
  514.50      4.5000      0.0000      1.3696     -150.72    
  514.50      7.5000      0.0000      1.3788     -151.24    
  514.50      10.500      0.0000      1.3847     -151.84    
  514.50      13.500      0.0000      1.3905     -152.44    
  514.50      16.500      0.0000      1.3991     -152.80    
  514.50      19.500      0.0000      1.4051     -153.10    
  514.50      22.500      0.0000      1.4106     -153.70    
  514.50      25.500      0.0000      1.4161     -154.31    
  514.50      28.500      0.0000      1.4247     -154.98    
  514.50      31.500      0.0000      1.4244     -155.49    
  514.50      34.500      0.0000      1.4386     -155.96    
  514.50      37.500      0.0000      1.4388     -156.18    
  514.50      40.500      0.0000      1.4502     -156.91    
  514.50      43.500      0.0000      1.4493     -157.45    
  514.50      46.500      0.0000      1.4588     -158.16    
  514.50      49.500      0.0000      1.4577     -158.72    
  514.50      52.500      0.0000      1.4695     -159.49    
  514.50      55.500      0.0000      1.4707     -159.77    
  514.50      58.500      0.0000      1.4844     -160.19    
  514.50      61.500      0.0000      1.4894     -160.89    
  514.50      64.500      0.0000      1.4944     -161.62    
  514.50      67.500      0.0000      1.4979     -162.33    
  514.50      70.500      0.0000      1.5027     -163.10    
  514.50      73.500      0.0000      1.5101     -163.53    
  514.50      76.500      0.0000      1.5166     -163.97    
  514.50      79.500      0.0000      1.5298     -164.86    
  514.50      82.500     0.15215E-01  1.5251     -165.62    
  514.50      85.500      0.0000      1.5383     -166.56    
  514.50      88.500     0.15215E-01  1.5328     -167.38    
  514.50      91.500     0.30431E-01  1.5462     -168.38    
  514.50      94.500     0.45646E-01  1.5415     -168.85    
  514.50      97.500     0.15215E-01  1.5584     -169.49    
  514.50      100.50      0.0000      1.5500     -170.46    
  514.50      103.50      0.0000      1.5628     -171.58    
  514.50      106.50     0.15215E-01  1.5554     -172.69    
  514.50      109.50     0.15215E-01  1.5675     -174.13    
  514.50      112.50     0.15215E-01  1.5673     -175.41    
  514.50      115.50     0.60861E-01  1.5674     -176.22    
  514.50      118.50     0.76076E-01  1.5724     -177.10    
  514.50      121.50     0.10651      1.5677     -178.68    
  514.50      124.50     0.12172      1.5574      179.71    
  514.50      127.50     0.30431E-01  1.5552      178.02    
  514.50      130.50     0.91292E-01  1.5280      176.51    
  514.50      133.50     0.30431E-01  1.4761      175.46    
  514.50      136.50     0.30431E-01  1.4112      174.65    
  514.50      139.50     0.15215E-01  1.3366      174.50    
  514.50      142.50     0.60861E-01  1.1459      174.98    
  514.50      145.50      0.0000      1.0949     -178.13    
  514.50      148.50     0.15215E-01 0.67639     -173.69    
  514.50      151.50     0.30431E-01 0.13629      180.00    
  514.50      154.50      0.0000      0.0000      999.00    
  514.50      157.50     0.30431E-01  0.0000      999.00    
  514.50      160.50      0.0000      0.0000      999.00    
  514.50      163.50      0.0000      0.0000      999.00    
  514.50      166.50      0.0000      0.0000      999.00    
  514.50      169.50      0.0000      0.0000      999.00    
  514.50      172.50      0.0000      0.0000      999.00    
  514.50      175.50     0.15215E-01 0.32693      166.67    
  514.50      178.50     0.10651      1.0288      169.85    
  514.50      181.50     0.30431E-01  1.3991      171.74    
  514.50      184.50     0.91292E-01  1.4055      173.03    
  514.50      187.50     0.76076E-01  1.3579      174.16    
  514.50      190.50     0.45646E-01  1.2888      175.09    
  514.50      193.50      0.0000      1.0935      175.00    
  514.50      196.50      0.0000      1.0594      175.01    
  514.50      199.50      0.0000     0.19990      167.16    
  514.50      202.50      0.0000      0.0000      999.00    
  514.50      205.50      0.0000      0.0000      999.00    
  514.50      208.50      0.0000      0.0000      999.00    
  514.50      211.50      0.0000      0.0000      999.00    
  514.50      214.50      0.0000      0.0000      999.00    
  514.50      217.50     0.15215E-01  0.0000      999.00    
  514.50      220.50     0.60861E-01  0.0000      999.00    
  514.50      223.50     0.24344      0.0000      999.00    
  514.50      226.50     0.48689     0.20404E-01 -90.000    
  514.50      229.50     0.39560     0.66395E-01 -162.10    
  514.50      232.50     0.24344     0.18287E-01  180.00    
  514.50      235.50     0.22823      0.0000      999.00    
  514.50      238.50     0.28909      0.0000      999.00    
  514.50      241.50     0.91292E-01  0.0000      999.00    
  514.50      244.50     0.91292E-01  0.0000      999.00    
  514.50      247.50     0.60861E-01  0.0000      999.00    
  514.50      250.50      0.0000      0.0000      999.00    
  514.50      253.50      0.0000      0.0000      999.00    
  514.50      256.50     0.15215E-01  0.0000      999.00    
  514.50      259.50      0.0000      0.0000      999.00    
  514.50      262.50      0.0000      0.0000      999.00    
  514.50      265.50      0.0000      0.0000      999.00    
  514.50      268.50      0.0000      0.0000      999.00    
  514.50      271.50      0.0000      0.0000      999.00    
  514.50      274.50      0.0000      0.0000      999.00    
  514.50      277.50      0.0000      0.0000      999.00    
  514.50      280.50     0.15215E-01  0.0000      999.00    
  514.50      283.50     0.15215E-01  0.0000      999.00    
  514.50      286.50     0.15215E-01  0.0000      999.00    
  514.50      289.50     0.30431E-01  0.0000      999.00    
  514.50      292.50     0.45646E-01  0.0000      999.00    
  514.50      295.50     0.45646E-01  0.0000      999.00    
  514.50      298.50     0.38038      0.0000      999.00    
  514.50      301.50     0.56297     0.21363E-01  90.000    
  514.50      304.50     0.54775     0.89708E-01 -176.70    
  514.50      307.50     0.74555     0.46610     -176.61    
  514.50      310.50     0.71512     0.41456      178.15    
  514.50      313.50     0.65426     0.25425      168.45    
  514.50      316.50     0.34995     0.29457      164.84    
  514.50      319.50     0.56297     0.33011      164.25    
  514.50      322.50     0.38038     0.19573      145.95    
  514.50      325.50     0.13694     0.11882      93.374    
  514.50      328.50     0.60861E-01 0.26530      12.652    
  514.50      331.50     0.15215E-01 0.77744E-01  0.0000    
  514.50      334.50      0.0000      0.0000      0.0000    
  514.50      337.50      0.0000      0.0000      0.0000    
  514.50      340.50      0.0000      0.0000      0.0000    
  514.50      343.50      0.0000      0.0000      0.0000    
  514.50      346.50     0.15215E-01  0.0000      0.0000    
  514.50      349.50     0.30431E-01  0.0000      0.0000    
  514.50      352.50     0.91292E-01  0.0000      0.0000    
  514.50      355.50     0.31952     0.63719E-01  90.000    
  514.50      358.50     0.57818     0.82736      172.26    
  514.50      361.50     0.36517      1.1308      174.97    
  514.50      364.50     0.45646E-01 0.54328      174.58    
  514.50      367.50     0.15215E-01  0.0000      999.00    
  514.50      370.50     0.30431E-01  0.0000      999.00    
  514.50      373.50     0.15215E-01  0.0000      999.00    
  514.50      376.50     0.15215E-01  0.0000      999.00    
  514.50      379.50     0.30431E-01  0.0000      999.00    
  514.50      382.50     0.10651      0.0000      999.00    
  514.50      385.50     0.19780     0.25806E-01  90.000    
  514.50      388.50     0.18258     0.20953      167.00    
  514.50      391.50     0.22823     0.41733      174.14    
  514.50      394.50     0.24344     0.41821      177.34    
  514.50      397.50     0.13694     0.40525     -173.22    
  514.50      400.50     0.19780     0.24813     -169.33    
  514.50      403.50     0.28909      0.0000     -999.00    
  514.50      406.50     0.30431     0.12209E-01  90.000    
  514.50      409.50     0.38038     0.71200E-01  172.72    
  514.50      412.50     0.48689     0.15342     -170.61    
  514.50      415.50     0.42603     0.20674     -159.78    
  514.50      418.50     0.36517     0.25970     -154.48    
  514.50      421.50     0.36517     0.30181     -147.55    
  514.50      424.50     0.30431     0.39748     -152.73    
  514.50      427.50     0.44124     0.50023     -162.36    
  514.50      430.50     0.25866     0.59780     -166.63    
  514.50      433.50     0.28909     0.57844     -169.99    
  514.50      436.50     0.16737     0.44036     -177.02    
  514.50      439.50     0.76076E-01 0.18545      177.37    
  514.50      442.50     0.16737      0.0000      999.00    
  514.50      445.50     0.76076E-01  0.0000      999.00    
  514.50      448.50     0.76076E-01  0.0000      999.00    
  514.50      451.50     0.15215E-01  0.0000      999.00    
  514.50      454.50      0.0000     0.72338E-02 -90.000    
  514.50      457.50     0.76076E-01 0.34137E-01 -2.9142    
  514.50      460.50     0.45646E-01 0.27790E-01  168.59    
  514.50      463.50     0.30431E-01 0.24048E-04  180.00    
  514.50      466.50     0.76076E-01  0.0000      999.00    
  514.50      469.50     0.12172      0.0000      999.00    
  514.50      472.50     0.91292E-01 0.41484E-01  180.00    
  514.50      475.50     0.60861E-01  0.0000      999.00    
  514.50      478.50     0.45646E-01  0.0000      999.00    
  514.50      481.50     0.91292E-01 0.37563E-01  180.00    
  514.50      484.50     0.13694      0.0000      999.00    
  514.50      487.50     0.30431E-01 0.25674E-01  180.00    
  514.50      490.50     0.45646E-01  0.0000      999.00    
  514.50      493.50     0.60861E-01  0.0000      999.00    
  514.50      496.50     0.76076E-01  0.0000      999.00    
  514.50      499.50     0.13694     0.81684E-01 -18.548    
  514.50      502.50     0.12172     0.18565     -12.659    
  514.50      505.50     0.30431E-01 0.15459     -5.4571    
  514.50      508.50     0.30431E-01  0.0000     -312.67    
  514.50      511.50     0.15215E-01  0.0000     -999.00    
  514.50      514.50     0.45646E-01  0.0000     -999.00    
  514.50      517.50     0.15215E-01  0.0000     -999.00    
  514.50      520.50     0.91292E-01  0.0000     -999.00    
  514.50      523.50     0.13694      0.0000     -999.00    
  514.50      526.50     0.25866     0.36338E-01  90.000    
  514.50      529.50     0.16737     0.30617      166.26    
  514.50      532.50     0.25866     0.57147      175.78    
  514.50      535.50     0.15215     0.61940     -176.75    
  514.50      538.50     0.24344     0.64993     -171.44    
  514.50      541.50     0.24344     0.67433     -168.54    
  514.50      544.50     0.34995     0.71754     -167.25    
  514.50      547.50     0.16737     0.75756     -166.44    
  514.50      550.50     0.28909     0.79054     -165.83    
  514.50      553.50     0.34995     0.82727     -165.42    
  514.50      556.50     0.31952     0.87570     -165.37    
  514.50      559.50     0.36517     0.89343     -164.93    
  514.50      562.50     0.30431     0.94196     -164.07    
  514.50      565.50     0.45646     0.97508     -164.07    
  514.50      568.50     0.41081      1.0064     -163.99    
  514.50      571.50     0.42603      1.0245     -163.73    
  514.50      574.50     0.28909      1.0490     -163.89    
  514.50      577.50     0.34995      1.0764     -164.06    
  514.50      580.50     0.18258      1.0834     -164.04    
  514.50      583.50     0.18258      1.1062     -164.24    
  514.50      586.50     0.45646E-01  1.1153     -164.32    
  514.50      589.50     0.60861E-01  1.1338     -164.40    
  514.50      592.50     0.45646E-01  1.1373     -164.32    
  514.50      595.50     0.30431E-01  1.1520     -164.52    
  514.50      598.50      0.0000      1.1556     -164.61    
  514.50      601.50      0.0000      1.1661     -164.76    
  514.50      604.50      0.0000      1.1680     -164.83    
  514.50      607.50      0.0000      1.1777     -164.91    
  514.50      610.50      0.0000      1.1781     -164.89    
  514.50      613.50      0.0000      1.1860     -164.96    
  514.50      616.50      0.0000      1.1889     -165.04    
  514.50      619.50      0.0000      1.1917     -165.13    
  514.50      622.50      0.0000      1.1935     -165.17    
  514.50      625.50      0.0000      1.1951     -165.21    
  514.50      628.50      0.0000      1.1988     -165.25    
  514.50      631.50      0.0000      1.1977     -165.23    
  514.50      634.50      0.0000      1.2004     -165.26    
  514.50      637.50      0.0000      1.1982     -165.22    
  514.50      640.50      0.0000      1.2013     -165.23    
  514.50      643.50      0.0000      1.1990     -165.16    
  514.50      646.50      0.0000      1.2001     -165.15    
  514.50      649.50      0.0000      1.1988     -165.11    
  514.50      652.50      0.0000      1.1995     -165.06    
  514.50      655.50      0.0000      1.1971     -164.95    
  514.50      658.50      0.0000      1.1988     -164.89    
  514.50      661.50      0.0000      1.1964     -164.76    
  514.50      664.50      0.0000      1.1963     -164.66    
  514.50      667.50      0.0000      1.1947     -164.59    
  514.50      670.50      0.0000      1.1944     -164.53    
  514.50      673.50      0.0000      1.1930     -164.38    
  514.50      676.50      0.0000      1.1916     -164.21    
  514.50      679.50      0.0000      1.1923     -164.07    
  514.50      682.50      0.0000      1.1902     -163.88    
  514.50      685.50      0.0000      1.1887     -163.77    
  514.50      688.50      0.0000      1.1878     -163.66    
  514.50      691.50      0.0000      1.1866     -163.46    
  514.50      694.50      0.0000      1.1848     -163.23    
  514.50      697.50      0.0000      1.1835     -163.00    
  514.50      700.50      0.0000      1.1834     -162.77    
  514.50      703.50      0.0000      1.1820     -162.52    
  514.50      706.50      0.0000      1.1799     -162.35    
  514.50      709.50      0.0000      1.1795     -162.16    
  514.50      712.50      0.0000      1.1781     -161.88    
  514.50      715.50      0.0000      1.1767     -161.59    
  514.50      718.50      0.0000      1.1768     -161.31    
  514.50      721.50      0.0000      1.1755     -161.00    
  514.50      724.50      0.0000      1.1744     -160.68    
  514.50      727.50      0.0000      1.1724     -160.46    
  514.50      730.50      0.0000      1.1713     -160.26    
  514.50      733.50      0.0000      1.1707     -159.93    
  514.50      736.50      0.0000      1.1691     -159.58    
  514.50      739.50      0.0000      1.1700     -159.27    
  514.50      742.50      0.0000      1.1685     -158.91    
  514.50      745.50      0.0000      1.1674     -158.69    
  514.50      748.50      0.0000      1.1662     -158.47    
  514.50      751.50      0.0000      1.1661     -158.13    
  517.50      1.5000      0.0000      1.3777     -150.19    
  517.50      4.5000      0.0000      1.3820     -150.44    
  517.50      7.5000      0.0000      1.3931     -150.85    
  517.50      10.500      0.0000      1.3943     -151.32    
  517.50      13.500      0.0000      1.4053     -152.03    
  517.50      16.500      0.0000      1.4032     -152.46    
  517.50      19.500      0.0000      1.4143     -153.17    
  517.50      22.500      0.0000      1.4146     -153.67    
  517.50      25.500      0.0000      1.4298     -154.04    
  517.50      28.500      0.0000      1.4360     -154.36    
  517.50      31.500      0.0000      1.4416     -154.97    
  517.50      34.500      0.0000      1.4471     -155.59    
  517.50      37.500      0.0000      1.4502     -156.18    
  517.50      40.500      0.0000      1.4558     -156.82    
  517.50      43.500      0.0000      1.4642     -157.19    
  517.50      46.500      0.0000      1.4770     -157.63    
  517.50      49.500      0.0000      1.4760     -158.19    
  517.50      52.500      0.0000      1.4882     -158.96    
  517.50      55.500      0.0000      1.4849     -159.51    
  517.50      58.500      0.0000      1.4974     -160.30    
  517.50      61.500      0.0000      1.4956     -160.92    
  517.50      64.500      0.0000      1.5113     -161.42    
  517.50      67.500     0.15215E-01  1.5103     -161.72    
  517.50      70.500      0.0000      1.5235     -162.57    
  517.50      73.500      0.0000      1.5204     -163.25    
  517.50      76.500      0.0000      1.5330     -164.11    
  517.50      79.500      0.0000      1.5380     -164.93    
  517.50      82.500      0.0000      1.5428     -165.80    
  517.50      85.500      0.0000      1.5500     -166.28    
  517.50      88.500     0.15215E-01  1.5572     -166.80    
  517.50      91.500      0.0000      1.5717     -167.81    
  517.50      94.500     0.30431E-01  1.5651     -168.71    
  517.50      97.500     0.30431E-01  1.5807     -169.79    
  517.50      100.50     0.30431E-01  1.5729     -170.80    
  517.50      103.50     0.45646E-01  1.5896     -171.48    
  517.50      106.50     0.60861E-01  1.5848     -172.09    
  517.50      109.50     0.60861E-01  1.5993     -173.34    
  517.50      112.50     0.15215E-01  1.5875     -174.58    
  517.50      115.50     0.60861E-01  1.6060     -175.98    
  517.50      118.50     0.60861E-01  1.5922     -177.45    
  517.50      121.50     0.60861E-01  1.6037     -179.02    
  517.50      124.50     0.91292E-01  1.5825      179.95    
  517.50      127.50     0.45646E-01  1.5912      178.41    
  517.50      130.50     0.76076E-01  1.5548      176.55    
  517.50      133.50     0.91292E-01  1.4867      174.87    
  517.50      136.50     0.45646E-01  1.4346      173.90    
  517.50      139.50      0.0000      1.3142      173.95    
  517.50      142.50      0.0000      1.0877      173.29    
  517.50      145.50     0.45646E-01  1.0069      173.24    
  517.50      148.50      0.0000     0.51901      170.67    
  517.50      151.50     0.15215E-01 0.13940      167.88    
  517.50      154.50      0.0000      0.0000      999.00    
  517.50      157.50     0.30431E-01  0.0000      999.00    
